ticket_id,customer_id,message,created_at,customer_type,order_value,previous_complaints,department,status,sentiment,priority
T25833,C1770,"This is unacceptable, my order is late.",2026-06-27 12:39:14,Premium,126720.0,3,Sales,Open,Negative,Critical
T25834,C2732,I have a question about my recent order.,2026-06-30 18:36:48,VIP,124789.0,5,Customer Success,Resolved,Neutral,Critical
T25835,C3915,"This is unacceptable, my order is late.",2026-05-19 09:15:12,Regular,139180.0,4,IT Support,In Progress,Negative,Critical
T25836,C3528,"This is unacceptable, my order is late.",2026-07-23 09:54:48,VIP,11510.0,4,Customer Success,In Progress,Negative,Critical
T25837,C2913,When will this product be restocked?,2026-07-24 10:23:05,VIP,140886.0,4,Finance,Open,Neutral,Critical
T25838,C4911,I am very disappointed and frustrated.,2026-05-19 21:22:21,Premium,111108.0,3,Sales,Resolved,Negative,Critical
T25839,C2058,"Cancel my order immediately, terrible service.",2026-06-08 01:37:46,VIP,137363.0,1,Sales,In Progress,Negative,Critical
T25840,C2130,"Cancel my order immediately, terrible service.",2026-05-07 06:45:34,Premium,140465.0,5,IT Support,Open,Negative,Critical
T25841,C1294,I am very disappointed and frustrated.,2026-05-28 16:10:43,Premium,62719.0,4,Sales,In Progress,Negative,Critical
T25842,C3587,The item arrived damaged.,2026-07-03 18:56:50,VIP,17156.0,4,Customer Success,Open,Negative,Critical
T25843,C4913,"This is unacceptable, my order is late.",2026-06-16 00:43:21,Premium,112694.0,4,Sales,Open,Negative,Critical
T25844,C1135,The item arrived damaged.,2026-05-04 09:55:37,Premium,126118.0,5,IT Support,Resolved,Negative,Critical
T25845,C4548,Payment failed but money deducted twice!,2026-05-10 16:36:19,Regular,128247.0,5,Customer Success,Resolved,Negative,Critical
T25846,C2455,"This is unacceptable, my order is late.",2026-07-27 13:58:48,VIP,61229.0,4,Quality Assurance,In Progress,Negative,Critical
T25847,C1416,"Cancel my order immediately, terrible service.",2026-08-27 21:10:47,VIP,118522.0,5,Logistics,In Progress,Negative,Critical
T25848,C4910,The item arrived damaged.,2026-08-24 14:36:32,VIP,13772.0,3,Quality Assurance,In Progress,Negative,Critical
T25849,C4533,Payment failed but money deducted twice!,2026-06-01 02:01:26,Premium,95896.0,5,Sales,Open,Negative,Critical
T25850,C2803,"Cancel my order immediately, terrible service.",2026-07-10 23:34:52,Premium,71621.0,5,Logistics,Open,Negative,Critical
T25851,C3538,"Cancel my order immediately, terrible service.",2026-06-15 18:37:03,VIP,15566.0,5,Logistics,Open,Negative,Critical
T25852,C2719,I am very disappointed and frustrated.,2026-08-13 19:47:02,VIP,41298.0,4,Finance,Resolved,Negative,Critical
T25853,C2189,I have a question about my recent order.,2026-06-30 21:24:06,VIP,145451.0,5,Quality Assurance,In Progress,Neutral,Critical
T25854,C4987,"Cancel my order immediately, terrible service.",2026-04-22 06:50:30,Premium,99681.0,5,Customer Success,Open,Negative,Critical
T25855,C2016,"This is unacceptable, my order is late.",2026-07-22 00:34:01,VIP,24002.0,3,Sales,Resolved,Negative,Critical
T25856,C3920,When will this product be restocked?,2026-04-25 09:22:16,VIP,130258.0,4,Customer Success,Resolved,Neutral,Critical
T25857,C1150,The item arrived damaged.,2026-08-26 00:28:09,Premium,135455.0,3,Logistics,In Progress,Negative,Critical
T25858,C3414,"This is unacceptable, my order is late.",2026-08-25 17:39:24,VIP,133979.0,1,Customer Success,Resolved,Negative,Critical
T25859,C4711,The item arrived damaged.,2026-04-28 06:32:47,VIP,53949.0,5,Logistics,Open,Negative,Critical
T25860,C2189,"Cancel my order immediately, terrible service.",2026-04-15 22:19:28,VIP,31634.0,3,Finance,Resolved,Negative,Critical
T25861,C2483,How do I return this item?,2026-08-15 17:59:07,VIP,103198.0,5,Customer Success,Resolved,Neutral,Critical
T25862,C2149,The item arrived damaged.,2026-03-01 00:08:56,Premium,93221.0,3,IT Support,Resolved,Negative,Critical
T25863,C1170,I am very disappointed and frustrated.,2026-08-17 13:28:48,VIP,22165.0,5,Customer Success,In Progress,Negative,Critical
T25864,C2736,Payment failed but money deducted twice!,2026-05-30 18:49:18,VIP,106229.0,4,Quality Assurance,Open,Negative,Critical
T25865,C1414,I am very disappointed and frustrated.,2026-08-04 05:31:42,VIP,121637.0,4,Customer Success,Resolved,Negative,Critical
T25866,C1773,Payment failed but money deducted twice!,2026-08-07 07:31:11,VIP,57217.0,4,Customer Success,Open,Negative,Critical
T25867,C2540,"Cancel my order immediately, terrible service.",2026-05-01 11:19:49,VIP,33366.0,5,Quality Assurance,Resolved,Negative,Critical
T25868,C3831,I am very disappointed and frustrated.,2026-06-19 03:23:44,Regular,128028.0,5,Sales,Resolved,Negative,Critical
T25869,C2903,"Cancel my order immediately, terrible service.",2026-07-07 10:14:48,VIP,92675.0,5,Logistics,Open,Negative,Critical
T25870,C2847,Payment failed but money deducted twice!,2026-06-16 00:38:49,Premium,68239.0,3,Finance,Resolved,Negative,Critical
T25871,C3280,"Cancel my order immediately, terrible service.",2026-06-23 12:42:16,Regular,120148.0,4,Customer Success,In Progress,Negative,Critical
T25872,C3582,Payment failed but money deducted twice!,2026-03-16 10:03:09,Premium,146072.0,5,Sales,Open,Negative,Critical
T25873,C2526,I am very disappointed and frustrated.,2026-04-30 11:15:17,Premium,66506.0,5,Sales,Open,Negative,Critical
T25874,C2821,I have a question about my recent order.,2026-07-16 08:44:34,VIP,143342.0,4,Quality Assurance,Resolved,Neutral,Critical
T25875,C4607,Payment failed but money deducted twice!,2026-08-22 21:57:10,VIP,107715.0,1,IT Support,In Progress,Negative,Critical
T25876,C4553,I am very disappointed and frustrated.,2026-03-25 16:41:17,Premium,124494.0,3,Logistics,Open,Negative,Critical
T25877,C2277,Payment failed but money deducted twice!,2026-03-14 01:57:21,Premium,139056.0,5,Quality Assurance,Resolved,Negative,Critical
T25878,C4907,"This is unacceptable, my order is late.",2026-03-20 02:30:12,VIP,71143.0,3,Customer Success,Resolved,Negative,Critical
T25879,C4940,I am very disappointed and frustrated.,2026-04-02 13:53:39,VIP,32105.0,4,Quality Assurance,Open,Negative,Critical
T25880,C3818,When will this product be restocked?,2026-08-08 12:33:24,VIP,126222.0,3,Logistics,Open,Neutral,Critical
T25881,C2710,I am very disappointed and frustrated.,2026-04-24 20:10:47,VIP,61601.0,3,Quality Assurance,Resolved,Negative,Critical
T25882,C3808,I am very disappointed and frustrated.,2026-07-31 11:07:59,VIP,86418.0,3,Finance,Resolved,Negative,Critical
T25883,C4088,The item arrived damaged.,2026-03-06 06:27:34,VIP,113756.0,2,Quality Assurance,Open,Negative,Critical
T25884,C3240,I am very disappointed and frustrated.,2026-03-14 23:06:47,Premium,128860.0,4,IT Support,Open,Negative,Critical
T25885,C4500,I am very disappointed and frustrated.,2026-05-13 20:17:38,Regular,143112.0,4,Customer Success,Open,Negative,Critical
T25886,C1736,I am very disappointed and frustrated.,2026-08-02 08:25:30,VIP,128139.0,5,Sales,Resolved,Negative,Critical
T25887,C3761,"Cancel my order immediately, terrible service.",2026-07-05 09:24:21,VIP,61122.0,3,IT Support,In Progress,Negative,Critical
T25888,C3659,"Cancel my order immediately, terrible service.",2026-08-20 15:57:56,VIP,114406.0,1,Finance,Open,Negative,Critical
T25889,C1213,"This is unacceptable, my order is late.",2026-03-28 04:47:45,VIP,5907.0,4,Finance,Resolved,Negative,Critical
T25890,C3184,"This is unacceptable, my order is late.",2026-04-20 20:37:06,VIP,10413.0,5,Quality Assurance,Open,Negative,Critical
T25891,C4416,"This is unacceptable, my order is late.",2026-04-11 16:34:46,VIP,67894.0,3,Quality Assurance,In Progress,Negative,Critical
T25892,C2671,Can you help me update my account?,2026-06-09 08:50:28,VIP,130037.0,3,Finance,In Progress,Neutral,Critical
T25893,C4898,"Cancel my order immediately, terrible service.",2026-08-06 03:48:43,VIP,67655.0,5,IT Support,In Progress,Negative,Critical
T25894,C3411,The item arrived damaged.,2026-06-12 19:18:32,Premium,83991.0,5,Customer Success,In Progress,Negative,Critical
T25895,C1387,Payment failed but money deducted twice!,2026-04-23 21:54:17,Premium,97008.0,5,Finance,Resolved,Negative,Critical
T25896,C2239,"Cancel my order immediately, terrible service.",2026-03-07 03:47:59,VIP,86905.0,5,Sales,In Progress,Negative,Critical
T25897,C1438,"This is unacceptable, my order is late.",2026-07-03 12:23:29,VIP,89784.0,3,Sales,Resolved,Negative,Critical
T25898,C3211,I am very disappointed and frustrated.,2026-07-31 20:01:12,Regular,115353.0,4,Quality Assurance,Resolved,Negative,Critical
T25899,C3137,I am very disappointed and frustrated.,2026-06-25 04:37:21,Premium,62291.0,4,Finance,Resolved,Negative,Critical
T25900,C2076,I want to know the delivery status.,2026-08-26 05:48:12,VIP,144178.0,3,IT Support,In Progress,Neutral,Critical
T25901,C2790,I am very disappointed and frustrated.,2026-08-02 13:58:42,VIP,21879.0,4,Logistics,Open,Negative,Critical
T25902,C4082,I am very disappointed and frustrated.,2026-06-16 15:45:40,VIP,138540.0,4,Logistics,Open,Negative,Critical
T25903,C3171,"Cancel my order immediately, terrible service.",2026-06-23 20:21:07,Premium,50394.0,4,Finance,Open,Negative,Critical
T25904,C1275,"Cancel my order immediately, terrible service.",2026-06-22 19:02:58,Regular,141216.0,4,Customer Success,Resolved,Negative,Critical
T25905,C4206,Payment failed but money deducted twice!,2026-03-24 03:14:45,VIP,6215.0,4,Logistics,In Progress,Negative,Critical
T25906,C4661,"This is unacceptable, my order is late.",2026-04-02 17:37:36,VIP,7083.0,5,Finance,Open,Negative,Critical
T25907,C3776,Can you help me update my account?,2026-06-08 07:22:42,VIP,107777.0,3,Sales,Resolved,Neutral,Critical
T25908,C2163,Can you help me update my account?,2026-08-20 06:53:34,VIP,107880.0,5,Customer Success,Open,Neutral,Critical
T25909,C1529,Payment failed but money deducted twice!,2026-04-10 21:10:40,Premium,129466.0,3,IT Support,Open,Negative,Critical
T25910,C3481,I am very disappointed and frustrated.,2026-03-16 19:16:11,VIP,118260.0,3,Customer Success,In Progress,Negative,Critical
T25911,C3523,I am very disappointed and frustrated.,2026-05-02 04:06:21,VIP,51895.0,4,IT Support,Open,Negative,Critical
T25912,C4524,Payment failed but money deducted twice!,2026-05-31 21:28:17,Premium,96026.0,5,IT Support,Open,Negative,Critical
T25913,C2831,I am very disappointed and frustrated.,2026-04-07 12:12:02,Regular,114454.0,5,IT Support,In Progress,Negative,Critical
T25914,C1565,"This is unacceptable, my order is late.",2026-07-18 14:38:32,Premium,115313.0,3,Quality Assurance,Resolved,Negative,Critical
T25915,C1638,"Cancel my order immediately, terrible service.",2026-05-01 23:56:21,Premium,100059.0,4,IT Support,Open,Negative,Critical
T25916,C2449,I am very disappointed and frustrated.,2026-03-26 18:05:55,Regular,123680.0,3,Quality Assurance,Resolved,Negative,Critical
T25917,C2421,The item arrived damaged.,2026-06-13 09:29:43,Premium,139426.0,4,Sales,In Progress,Negative,Critical
T25918,C3181,"This is unacceptable, my order is late.",2026-05-03 01:35:12,VIP,82285.0,3,Quality Assurance,Open,Negative,Critical
T25919,C1588,"Cancel my order immediately, terrible service.",2026-07-26 18:06:53,VIP,115739.0,1,IT Support,Resolved,Negative,Critical
T25920,C2070,"Cancel my order immediately, terrible service.",2026-07-04 19:22:18,Premium,113874.0,3,Finance,Resolved,Negative,Critical
T25921,C2084,The item arrived damaged.,2026-08-03 16:03:45,VIP,16155.0,5,Finance,In Progress,Negative,Critical
T25922,C4617,"Cancel my order immediately, terrible service.",2026-06-20 05:08:53,VIP,119160.0,4,Customer Success,In Progress,Negative,Critical
T25923,C4871,Payment failed but money deducted twice!,2026-08-05 05:57:35,VIP,45794.0,3,Finance,Open,Negative,Critical
T25924,C3843,The item arrived damaged.,2026-05-02 18:54:46,Regular,117874.0,5,Finance,Open,Negative,Critical
T25925,C1025,"This is unacceptable, my order is late.",2026-03-21 16:13:00,VIP,50403.0,4,IT Support,Resolved,Negative,Critical
T25926,C3050,"Cancel my order immediately, terrible service.",2026-05-21 21:00:52,VIP,76259.0,5,IT Support,In Progress,Negative,Critical
T25927,C3113,Can you help me update my account?,2026-04-05 21:14:27,VIP,142525.0,5,Sales,In Progress,Neutral,Critical
T25928,C1608,"Cancel my order immediately, terrible service.",2026-05-24 03:11:22,VIP,38323.0,5,Logistics,In Progress,Negative,Critical
T25929,C2588,Payment failed but money deducted twice!,2026-03-28 08:32:18,Regular,106201.0,5,IT Support,Open,Negative,Critical
T25930,C4299,"Cancel my order immediately, terrible service.",2026-05-11 06:48:16,VIP,102075.0,2,Quality Assurance,In Progress,Negative,Critical
T25931,C3006,I am very disappointed and frustrated.,2026-06-25 18:53:13,VIP,44086.0,3,Finance,In Progress,Negative,Critical
T25932,C1008,The item arrived damaged.,2026-07-08 01:34:17,VIP,42664.0,5,Logistics,In Progress,Negative,Critical
T25933,C2115,"Cancel my order immediately, terrible service.",2026-06-06 10:19:04,VIP,142861.0,5,Customer Success,Resolved,Negative,Critical
T25934,C1566,Payment failed but money deducted twice!,2026-04-29 01:45:31,VIP,120112.0,2,IT Support,Resolved,Negative,Critical
T25935,C4077,I am very disappointed and frustrated.,2026-04-06 00:11:23,VIP,57065.0,4,Customer Success,Open,Negative,Critical
T25936,C4989,Payment failed but money deducted twice!,2026-03-01 09:05:43,VIP,31446.0,5,Sales,In Progress,Negative,Critical
T25937,C4964,How do I return this item?,2026-08-02 14:51:32,VIP,111655.0,3,Sales,In Progress,Neutral,Critical
T25938,C1137,"This is unacceptable, my order is late.",2026-03-06 12:07:31,Premium,92771.0,3,IT Support,In Progress,Negative,Critical
T25939,C2956,I want to know the delivery status.,2026-02-28 21:37:04,VIP,118029.0,3,Sales,In Progress,Neutral,Critical
T25940,C3629,"This is unacceptable, my order is late.",2026-07-23 08:08:56,VIP,83145.0,3,Quality Assurance,In Progress,Negative,Critical
T25941,C3196,"This is unacceptable, my order is late.",2026-04-13 00:18:36,VIP,101602.0,1,Sales,In Progress,Negative,Critical
T25942,C4474,Payment failed but money deducted twice!,2026-06-14 03:05:00,VIP,54567.0,5,Finance,In Progress,Negative,Critical
T25943,C1083,I am very disappointed and frustrated.,2026-04-06 23:56:11,VIP,8512.0,4,Quality Assurance,Resolved,Negative,Critical
T25944,C2920,The item arrived damaged.,2026-05-18 16:58:31,VIP,138273.0,3,Quality Assurance,Open,Negative,Critical
T25945,C3872,I want to know the delivery status.,2026-05-05 09:20:41,VIP,117926.0,5,IT Support,Resolved,Neutral,Critical
T25946,C2155,Payment failed but money deducted twice!,2026-06-09 04:50:04,VIP,40273.0,3,Sales,In Progress,Negative,Critical
T25947,C2126,The item arrived damaged.,2026-05-31 07:08:40,VIP,121274.0,3,Sales,In Progress,Negative,Critical
T25948,C1429,"This is unacceptable, my order is late.",2026-07-26 03:55:04,VIP,120646.0,1,Finance,Open,Negative,Critical
T25949,C2332,The item arrived damaged.,2026-07-19 10:01:36,VIP,86454.0,5,Quality Assurance,In Progress,Negative,Critical
T25950,C2805,I am very disappointed and frustrated.,2026-04-11 21:37:22,VIP,109582.0,4,Logistics,In Progress,Negative,Critical
T25951,C4857,"Cancel my order immediately, terrible service.",2026-06-09 06:34:32,Premium,102805.0,3,Quality Assurance,Resolved,Negative,Critical
T25952,C4150,Payment failed but money deducted twice!,2026-04-09 18:05:53,Premium,61236.0,3,Customer Success,In Progress,Negative,Critical
T25953,C4078,The item arrived damaged.,2026-07-09 05:45:08,Premium,103202.0,4,Sales,In Progress,Negative,Critical
T25954,C1864,I am very disappointed and frustrated.,2026-05-20 11:15:39,Premium,74085.0,5,Customer Success,Open,Negative,Critical
T25955,C1372,How do I return this item?,2026-03-23 06:41:41,VIP,148323.0,3,Quality Assurance,Resolved,Neutral,Critical
T25956,C3654,How do I return this item?,2026-02-27 10:39:23,VIP,101288.0,4,Customer Success,Resolved,Neutral,Critical
T25957,C3843,The item arrived damaged.,2026-06-14 15:28:17,Regular,123645.0,3,Sales,Resolved,Negative,Critical
T25958,C1960,"This is unacceptable, my order is late.",2026-08-11 04:24:27,Premium,56986.0,4,IT Support,Open,Negative,Critical
T25959,C3770,"Cancel my order immediately, terrible service.",2026-07-05 16:27:55,Premium,107265.0,4,IT Support,In Progress,Negative,Critical
T25960,C4502,"Cancel my order immediately, terrible service.",2026-05-28 18:00:15,VIP,101412.0,1,Quality Assurance,Resolved,Negative,Critical
T25961,C4599,"Cancel my order immediately, terrible service.",2026-06-07 22:17:45,VIP,134279.0,5,IT Support,Open,Negative,Critical
T25962,C4523,Can you help me update my account?,2026-04-18 07:03:30,VIP,107803.0,5,Finance,Resolved,Neutral,Critical
T25963,C3619,The item arrived damaged.,2026-06-06 17:01:30,VIP,9434.0,4,Customer Success,Resolved,Negative,Critical
T25964,C3044,"This is unacceptable, my order is late.",2026-04-09 09:26:27,Premium,82342.0,5,Quality Assurance,In Progress,Negative,Critical
T25965,C2130,"This is unacceptable, my order is late.",2026-04-13 00:36:05,Premium,83235.0,5,Finance,In Progress,Negative,Critical
T25966,C1827,I want to know the delivery status.,2026-04-07 08:31:40,VIP,109840.0,3,Quality Assurance,Resolved,Neutral,Critical
T25967,C4973,I want to know the delivery status.,2026-03-16 14:12:53,VIP,135377.0,5,Customer Success,Open,Neutral,Critical
T25968,C2984,How do I return this item?,2026-07-18 16:47:28,VIP,143087.0,3,Logistics,In Progress,Neutral,Critical
T25969,C2435,The item arrived damaged.,2026-06-29 12:22:10,VIP,138958.0,4,IT Support,Resolved,Negative,Critical
T25970,C1155,I am very disappointed and frustrated.,2026-03-10 01:45:13,Regular,133037.0,3,Sales,Resolved,Negative,Critical
T25971,C1259,"Cancel my order immediately, terrible service.",2026-04-23 16:11:24,VIP,19528.0,5,Quality Assurance,Open,Negative,Critical
T25972,C2092,Payment failed but money deducted twice!,2026-05-12 20:24:52,Regular,112517.0,4,Logistics,Resolved,Negative,Critical
T25973,C2041,Payment failed but money deducted twice!,2026-05-02 14:51:47,Premium,56641.0,3,Customer Success,Resolved,Negative,Critical
T25974,C3642,"This is unacceptable, my order is late.",2026-07-14 01:44:52,Premium,94925.0,4,IT Support,Resolved,Negative,Critical
T25975,C2930,"This is unacceptable, my order is late.",2026-05-24 16:25:34,VIP,140363.0,1,IT Support,Open,Negative,Critical
T25976,C3529,I am very disappointed and frustrated.,2026-02-28 09:41:52,Premium,98858.0,4,Quality Assurance,Resolved,Negative,Critical
T25977,C4072,I have a question about my recent order.,2026-06-08 16:28:57,VIP,108016.0,4,Quality Assurance,Resolved,Neutral,Critical
T25978,C1548,Payment failed but money deducted twice!,2026-08-24 05:07:37,VIP,101531.0,3,Quality Assurance,Open,Negative,Critical
T25979,C1861,I have a question about my recent order.,2026-06-12 11:16:07,VIP,110610.0,5,Quality Assurance,Open,Neutral,Critical
T25980,C2609,"Cancel my order immediately, terrible service.",2026-04-27 08:36:18,Premium,111241.0,5,IT Support,In Progress,Negative,Critical
T25981,C1395,The item arrived damaged.,2026-05-27 18:46:23,VIP,110134.0,2,Logistics,Open,Negative,Critical
T25982,C1747,The item arrived damaged.,2026-08-27 20:35:36,Regular,123856.0,5,IT Support,Resolved,Negative,Critical
T25983,C4065,Payment failed but money deducted twice!,2026-08-06 21:40:16,Regular,135731.0,5,IT Support,Resolved,Negative,Critical
T25984,C1574,Can you help me update my account?,2026-08-19 07:19:30,VIP,122935.0,5,Customer Success,Resolved,Neutral,Critical
T25985,C1716,I am very disappointed and frustrated.,2026-04-01 22:06:22,VIP,36937.0,5,Customer Success,Resolved,Negative,Critical
T25986,C4675,I am very disappointed and frustrated.,2026-03-16 09:00:26,Premium,84436.0,5,Sales,Resolved,Negative,Critical
T25987,C2104,I have a question about my recent order.,2026-05-16 20:11:50,VIP,141241.0,4,Sales,In Progress,Neutral,Critical
T25988,C3914,I am very disappointed and frustrated.,2026-06-16 05:07:39,Premium,93054.0,4,Quality Assurance,In Progress,Negative,Critical
T25989,C4130,"This is unacceptable, my order is late.",2026-04-03 22:28:56,VIP,82705.0,3,IT Support,Open,Negative,Critical
T25990,C4413,I am very disappointed and frustrated.,2026-07-10 22:14:47,VIP,139235.0,2,Finance,In Progress,Negative,Critical
T25991,C1785,Payment failed but money deducted twice!,2026-07-05 13:56:20,Premium,59507.0,3,Sales,Resolved,Negative,Critical
T25992,C3260,The item arrived damaged.,2026-07-30 19:37:04,VIP,122466.0,5,Quality Assurance,Resolved,Negative,Critical
T25993,C1619,When will this product be restocked?,2026-03-05 18:18:32,VIP,120249.0,5,IT Support,Open,Neutral,Critical
T25994,C3554,I am very disappointed and frustrated.,2026-06-20 08:02:08,VIP,31280.0,5,Customer Success,In Progress,Negative,Critical
T25995,C4067,Payment failed but money deducted twice!,2026-04-11 10:36:25,Regular,148503.0,3,Quality Assurance,In Progress,Negative,Critical
T25996,C2613,I am very disappointed and frustrated.,2026-08-03 00:12:34,Regular,100886.0,3,Customer Success,Resolved,Negative,Critical
T25997,C1123,Can you help me update my account?,2026-05-13 18:52:22,VIP,121753.0,3,Customer Success,Open,Neutral,Critical
T25998,C1583,The item arrived damaged.,2026-08-13 20:53:40,Premium,57387.0,5,Sales,In Progress,Negative,Critical
T25999,C4936,"This is unacceptable, my order is late.",2026-08-23 11:21:34,VIP,20081.0,4,Customer Success,Open,Negative,Critical
T26000,C4072,I have a question about my recent order.,2026-05-06 20:30:47,VIP,103321.0,5,Finance,Open,Neutral,Critical
T26001,C4735,The item arrived damaged.,2026-05-22 08:05:30,Premium,97497.0,4,Finance,In Progress,Negative,Critical
T26002,C1905,"Cancel my order immediately, terrible service.",2026-07-16 20:17:00,Regular,113896.0,4,Finance,Open,Negative,Critical
T26003,C2361,"Cancel my order immediately, terrible service.",2026-05-26 21:07:34,Regular,141686.0,4,Customer Success,Resolved,Negative,Critical
T26004,C2546,"Cancel my order immediately, terrible service.",2026-04-18 22:57:30,VIP,132874.0,4,Sales,Open,Negative,Critical
T26005,C4039,"This is unacceptable, my order is late.",2026-06-18 16:09:43,VIP,119715.0,4,Finance,Open,Negative,Critical
T26006,C3237,"Cancel my order immediately, terrible service.",2026-07-17 20:38:45,VIP,98815.0,4,Logistics,In Progress,Negative,Critical
T26007,C4812,I am very disappointed and frustrated.,2026-03-29 18:17:08,VIP,61763.0,3,Sales,Resolved,Negative,Critical
T26008,C2100,"This is unacceptable, my order is late.",2026-05-06 21:44:53,Premium,52418.0,3,Sales,Resolved,Negative,Critical
T26009,C1472,I am very disappointed and frustrated.,2026-06-28 21:25:39,VIP,101815.0,3,Sales,In Progress,Negative,Critical
T26010,C3037,"Cancel my order immediately, terrible service.",2026-04-09 06:22:55,Premium,108546.0,4,IT Support,In Progress,Negative,Critical
T26011,C3060,"This is unacceptable, my order is late.",2026-03-21 21:37:26,Regular,145819.0,5,IT Support,Resolved,Negative,Critical
T26012,C4747,"Cancel my order immediately, terrible service.",2026-06-14 16:00:02,Regular,119700.0,5,Customer Success,Resolved,Negative,Critical
T26013,C4128,Can you help me update my account?,2026-03-18 19:08:00,VIP,117179.0,4,IT Support,In Progress,Neutral,Critical
T26014,C1525,Payment failed but money deducted twice!,2026-04-21 21:06:32,Regular,102377.0,5,IT Support,In Progress,Negative,Critical
T26015,C4950,How do I return this item?,2026-06-14 08:03:24,VIP,131971.0,5,Quality Assurance,Resolved,Neutral,Critical
T26016,C2828,I am very disappointed and frustrated.,2026-04-05 03:00:11,Premium,112667.0,5,Customer Success,In Progress,Negative,Critical
T26017,C4549,Payment failed but money deducted twice!,2026-08-01 18:16:26,VIP,84051.0,4,Quality Assurance,Resolved,Negative,Critical
T26018,C2096,"Cancel my order immediately, terrible service.",2026-03-06 22:47:47,VIP,124544.0,2,Logistics,In Progress,Negative,Critical
T26019,C3527,I am very disappointed and frustrated.,2026-06-07 01:39:32,VIP,44493.0,5,Quality Assurance,In Progress,Negative,Critical
T26020,C3317,I want to know the delivery status.,2026-08-22 09:14:19,VIP,101627.0,4,Quality Assurance,Open,Neutral,Critical
T26021,C3850,The item arrived damaged.,2026-04-16 13:39:01,Regular,123745.0,4,Customer Success,Open,Negative,Critical
T26022,C2229,"Cancel my order immediately, terrible service.",2026-08-20 20:04:16,VIP,47164.0,3,Sales,In Progress,Negative,Critical
T26023,C1092,I am very disappointed and frustrated.,2026-05-12 21:30:36,Premium,130922.0,3,IT Support,Open,Negative,Critical
T26024,C4595,Payment failed but money deducted twice!,2026-03-13 18:57:13,VIP,126354.0,4,Sales,Resolved,Negative,Critical
T26025,C4113,"This is unacceptable, my order is late.",2026-05-11 11:30:03,Premium,148270.0,4,IT Support,In Progress,Negative,Critical
T26026,C3178,I am very disappointed and frustrated.,2026-07-23 16:47:41,Premium,123806.0,5,Sales,Resolved,Negative,Critical
T26027,C2912,"Cancel my order immediately, terrible service.",2026-07-01 08:35:50,VIP,135190.0,1,Quality Assurance,Open,Negative,Critical
T26028,C3816,"This is unacceptable, my order is late.",2026-05-22 08:14:34,VIP,138301.0,4,IT Support,Resolved,Negative,Critical
T26029,C2373,How do I return this item?,2026-05-09 04:43:12,VIP,102390.0,4,Finance,Resolved,Neutral,Critical
T26030,C1680,The item arrived damaged.,2026-03-13 16:36:02,Regular,119638.0,3,Customer Success,In Progress,Negative,Critical
T26031,C2370,I am very disappointed and frustrated.,2026-06-16 13:25:51,VIP,119499.0,4,Sales,Resolved,Negative,Critical
T26032,C2951,"Cancel my order immediately, terrible service.",2026-05-10 02:17:23,VIP,113344.0,2,Quality Assurance,In Progress,Negative,Critical
T26033,C3667,"This is unacceptable, my order is late.",2026-08-13 05:04:38,VIP,110697.0,1,Finance,Open,Negative,Critical
T26034,C3888,I want to know the delivery status.,2026-05-05 08:38:35,VIP,113011.0,3,Sales,Open,Neutral,Critical
T26035,C1038,"Cancel my order immediately, terrible service.",2026-05-13 12:35:52,Premium,62688.0,3,Sales,Resolved,Negative,Critical
T26036,C3777,Payment failed but money deducted twice!,2026-03-29 05:41:28,VIP,83572.0,3,Logistics,Resolved,Negative,Critical
T26037,C4215,"This is unacceptable, my order is late.",2026-07-14 02:13:47,VIP,33574.0,3,Logistics,In Progress,Negative,Critical
T26038,C1079,Payment failed but money deducted twice!,2026-05-08 05:26:44,Regular,104546.0,4,Customer Success,Resolved,Negative,Critical
T26039,C2650,I am very disappointed and frustrated.,2026-08-17 19:41:31,VIP,146361.0,4,Quality Assurance,Open,Negative,Critical
T26040,C1443,"Cancel my order immediately, terrible service.",2026-07-08 14:05:17,Regular,140074.0,3,Sales,In Progress,Negative,Critical
T26041,C3585,I am very disappointed and frustrated.,2026-06-08 09:11:14,VIP,104542.0,1,Finance,In Progress,Negative,Critical
T26042,C2285,I am very disappointed and frustrated.,2026-03-20 16:37:55,VIP,134093.0,5,Logistics,Open,Negative,Critical
T26043,C2039,Payment failed but money deducted twice!,2026-03-17 13:20:50,VIP,148271.0,2,Sales,In Progress,Negative,Critical
T26044,C4755,The item arrived damaged.,2026-05-06 08:41:43,VIP,29946.0,3,IT Support,Open,Negative,Critical
T26045,C4712,I want to know the delivery status.,2026-07-20 12:05:55,VIP,102436.0,5,Quality Assurance,Open,Neutral,Critical
T26046,C3009,Payment failed but money deducted twice!,2026-05-15 14:13:49,Premium,75874.0,3,IT Support,Open,Negative,Critical
T26047,C3122,I want to know the delivery status.,2026-06-16 23:08:41,VIP,133277.0,3,Customer Success,Resolved,Neutral,Critical
T26048,C3407,"This is unacceptable, my order is late.",2026-04-08 14:22:27,VIP,147271.0,5,Logistics,Resolved,Negative,Critical
T26049,C1081,I am very disappointed and frustrated.,2026-06-08 20:29:44,Regular,138682.0,5,Quality Assurance,Resolved,Negative,Critical
T26050,C4348,Payment failed but money deducted twice!,2026-07-05 01:26:49,VIP,140408.0,5,Customer Success,Open,Negative,Critical
T26051,C1941,"This is unacceptable, my order is late.",2026-08-01 10:56:48,Regular,124785.0,4,Quality Assurance,Resolved,Negative,Critical
